timestamp,suhu,kelembapan,cahaya,hujan
2026-01-09 19:13:48.993477,27.6,89,4095,0
2026-01-09 19:13:54.017094,28,88,4095,0
2026-01-09 19:13:59.320286,28,89,4095,0
2026-01-09 19:14:04.073109,28.5,90,4095,0
2026-01-09 19:14:09.090633,28.5,91,4095,0
2026-01-09 19:14:14.111936,28.9,92,4095,0
2026-01-09 19:14:19.393844,28.9,92,4095,0
2026-01-09 19:14:24.179393,29.3,92,4095,0
2026-01-09 19:14:29.189921,29.3,92,4095,0
2026-01-09 19:14:34.223923,29.8,93,4095,0
2026-01-09 19:14:39.487295,30.2,92,4095,0
2026-01-09 19:14:44.293980,31.3,93,4095,0
2026-01-09 19:14:49.319961,31.8,93,4095,0
2026-01-09 19:14:54.338202,32.3,94,4095,0
2026-01-09 19:14:59.636711,32.8,94,4095,0
2026-01-09 19:15:04.383853,33.3,93,4095,0
2026-01-09 19:15:09.401186,33.3,93,4095,0
2026-01-09 19:15:14.425628,34.2,94,4095,0
2026-01-09 19:15:21.876919,34.2,94,4095,0
2026-01-09 19:15:24.481969,34.2,94,4095,0
2026-01-09 19:15:29.530867,33.8,93,4095,0
2026-01-09 19:15:34.529199,33.3,93,4095,0
2026-01-09 19:15:41.045667,32.3,94,4095,0
2026-01-09 19:15:44.591065,31.8,94,4095,0
2026-01-09 19:15:49.699977,31.3,94,4095,0
2026-01-09 19:15:54.642844,30.8,94,4095,0
2026-01-09 19:16:00.143711,30.2,94,4095,0
2026-01-09 19:16:04.688646,29.8,95,4095,0
2026-01-09 19:16:09.711357,29.8,95,4095,0
2026-01-09 19:16:14.744420,29.3,94,4095,0
2026-01-09 19:16:20.019690,29.3,94,4095,0
2026-01-09 19:16:24.789814,29.3,94,4095,0
2026-01-09 19:16:29.817267,29.3,94,4095,0
2026-01-09 19:16:34.836046,28.9,94,4095,0
2026-01-09 19:16:40.086209,28.9,94,4095,0
2026-01-09 19:16:44.913353,28.9,93,4095,0
2026-01-09 19:16:49.924625,28.9,93,4095,0
2026-01-09 19:16:54.969518,28.9,93,4095,0
2026-01-09 19:17:00.257552,28.9,93,4095,0
2026-01-09 19:17:05.001342,28.9,93,4095,0
2026-01-09 19:17:10.035565,28.9,93,4095,0
2026-01-09 19:17:15.074220,28.9,93,4095,0
2026-01-09 19:17:20.321273,28.9,93,4095,0
2026-01-09 19:17:25.101624,28.9,92,4095,0
2026-01-09 19:17:30.127842,28.9,92,4095,0
2026-01-09 19:17:35.158734,28.9,92,4095,0
2026-01-09 19:17:40.401233,28.9,92,4095,0
2026-01-09 19:17:45.222482,28.9,92,4095,0
2026-01-09 19:17:50.233643,28.5,91,4095,0
2026-01-09 19:17:55.268993,28.5,91,4095,0
2026-01-09 19:18:00.552038,28.5,91,4095,0
2026-01-09 19:18:05.318087,28.5,89,4095,0
2026-01-09 19:18:10.337994,28,89,4095,0
2026-01-09 19:18:15.361868,28,88,4095,0
2026-01-09 19:18:20.654317,28,88,4095,0
2026-01-09 19:18:25.423842,27.6,88,4095,0
2026-01-09 19:18:30.440814,27.6,86,4095,0
2026-01-09 19:18:35.474041,27.6,85,4095,1
2026-01-09 19:18:40.751748,27.1,85,4095,1
2026-01-09 19:18:45.540659,27.1,84,4095,1
2026-01-09 19:18:50.552759,26.7,82,4095,1
2026-01-09 19:18:55.574543,26.7,81,4095,1
2026-01-09 19:19:00.880651,26.2,80,4095,1
2026-01-09 19:19:05.642601,26.2,79,4095,1
2026-01-09 19:19:10.658896,25.8,78,4095,1
2026-01-09 19:19:15.677265,25.8,77,4095,1
2026-01-09 19:19:20.945784,25.3,77,4095,1
2026-01-09 19:19:25.723939,25.3,77,4095,1
2026-01-09 19:19:30.755614,25.3,76,4095,1
2026-01-09 19:19:35.800736,24.8,75,4095,1
2026-01-09 19:19:41.025785,24.8,75,4095,1
2026-01-09 19:19:45.851361,24.5,75,4095,1
2026-01-09 19:19:50.864131,24.5,75,4095,1
2026-01-09 19:19:55.900998,24.5,75,4095,1
2026-01-09 19:20:01.180199,24.5,75,4095,1
2026-01-09 19:20:05.942803,24.1,75,4095,1
2026-01-09 19:20:10.955950,24.1,75,4095,1
2026-01-09 19:20:16.001559,24.1,77,4095,1
2026-01-09 19:20:21.278093,24.1,77,4095,1
2026-01-09 19:20:27.042577,24.1,78,4095,1
2026-01-09 19:20:31.070000,24.1,79,4095,1
2026-01-09 19:20:36.111043,24.1,79,4095,1
2026-01-09 19:20:41.425021,24.5,80,4095,1
2026-01-09 19:20:46.181168,24.5,81,4095,1
2026-01-09 19:20:51.207156,24.5,81,4095,1
2026-01-09 19:20:56.237885,24.5,81,4095,1
2026-01-09 19:21:01.528733,24.5,81,4095,1
2026-01-09 19:21:06.263426,24.5,81,4095,1
2026-01-09 19:21:11.290665,24.5,81,4095,1
2026-01-09 19:21:16.321888,24.8,82,4095,1
2026-01-09 19:21:21.588887,24.8,82,4095,1
2026-01-09 19:21:26.361430,24.8,82,4095,1
2026-01-09 19:21:31.403752,24.8,82,4095,1
2026-01-09 19:21:36.426422,24.8,83,4095,1
2026-01-09 19:21:41.662664,24.8,83,4095,1
2026-01-09 19:21:46.482383,24.8,83,4095,1
2026-01-09 19:21:51.494817,24.8,83,4095,1
2026-01-09 19:21:56.517552,24.8,83,4095,1
2026-01-09 19:22:01.828843,25.3,83,4095,1
2026-01-09 19:22:06.576820,25.3,83,4095,1
2026-01-09 19:22:11.582565,25.3,84,4095,1
2026-01-09 19:22:16.708145,25.3,84,4095,1
2026-01-09 19:22:21.877763,25.3,84,4095,1
2026-01-09 19:22:26.661301,25.3,83,4095,1
2026-01-09 19:22:31.717819,25.3,82,4095,1
2026-01-09 19:22:37.037667,24.8,81,4095,1
2026-01-09 19:22:41.958824,24.8,81,4095,1
2026-01-09 19:22:46.770550,24.8,80,4095,1
2026-01-09 19:22:51.802642,24.5,79,4095,1
2026-01-09 19:22:59.161585,24.5,79,4095,1
2026-01-09 19:23:02.128982,24.5,79,4095,1
2026-01-09 19:23:06.894763,24.5,79,4095,1
2026-01-09 19:23:11.911030,24.1,79,4095,1
2026-01-09 19:23:16.927774,24.1,79,4095,1
2026-01-09 19:23:22.209469,24.1,79,4095,1
2026-01-09 19:23:26.994032,24.1,79,4095,1
2026-01-09 19:23:32.002450,24.1,79,4095,1
2026-01-09 19:23:37.075361,24.1,80,4095,1
2026-01-09 19:23:42.268246,24.1,81,4095,1
2026-01-09 19:23:47.081449,24.1,81,4095,1
2026-01-09 19:23:52.112360,24.1,81,4095,1
2026-01-09 19:23:57.131124,24.5,81,4095,1
2026-01-09 19:24:02.443424,24.5,83,4095,1
2026-01-09 19:24:07.190555,24.8,85,4095,1
2026-01-09 19:24:12.210468,25.3,86,4095,1
2026-01-09 19:24:17.245151,25.8,88,4095,1
2026-01-09 19:24:22.624011,26.2,88,4095,1
2026-01-09 19:24:27.285574,26.2,89,4095,1
2026-01-09 19:24:32.317040,26.7,89,4095,1
2026-01-09 19:24:37.350712,27.1,90,4095,1
2026-01-09 19:24:42.634231,27.1,90,4095,1
2026-01-09 19:24:47.405026,27.6,91,4095,1
2026-01-09 19:24:52.476122,27.6,91,4095,1
2026-01-09 19:24:57.458166,27.6,92,4095,1
2026-01-09 19:25:02.755406,27.6,92,4095,1
2026-01-09 19:25:07.514745,28,91,4095,1
2026-01-09 19:25:12.534649,28,91,4095,1
2026-01-09 19:25:17.552712,28,90,4095,1
2026-01-09 19:25:22.833073,28,90,4095,1
2026-01-09 19:25:27.608907,28.5,91,4095,1
2026-01-09 19:25:32.638035,29.3,91,4095,1
2026-01-09 19:25:37.666123,29.3,91,4095,1
2026-01-09 19:25:42.932330,29.3,91,4095,1
2026-01-09 19:25:47.715935,29.6,91,4095,1
2026-01-09 19:25:52.742780,29.8,91,4095,0
2026-01-09 19:25:57.772268,29.8,91,4095,0
2026-01-09 19:26:03.073506,29.3,91,4095,0
2026-01-09 19:26:07.822590,29.3,90,4095,0
2026-01-09 19:26:12.846401,28.9,89,4095,0
2026-01-09 19:26:17.874890,28.9,90,4095,0
2026-01-09 19:26:23.142116,28.9,90,4095,0
2026-01-09 19:26:27.927684,29.3,91,4095,0
2026-01-09 19:26:32.955578,29.3,91,4095,0
2026-01-09 19:26:38.007003,29.3,91,4095,0
2026-01-09 19:26:43.250971,29.3,92,4095,0
2026-01-09 19:26:48.062322,29.8,92,4095,0
2026-01-09 19:26:53.082543,30.2,92,4095,0
2026-01-09 19:26:58.085540,30.2,92,4095,0
2026-01-09 19:27:03.401444,30.2,91,4095,0
2026-01-09 19:27:08.129033,29.8,92,4095,0
2026-01-09 19:27:13.161065,29.8,92,4095,0
2026-01-09 19:27:18.200974,29.8,92,4095,0
2026-01-09 19:27:23.455607,29.8,93,4095,0
2026-01-09 19:27:28.251464,29.8,93,4095,0
2026-01-09 19:27:33.701283,30.8,93,4095,0
2026-01-09 19:27:38.305124,31.3,93,4095,0
2026-01-09 19:27:43.528688,31.3,94,4095,0
2026-01-09 19:27:48.347999,31.3,93,4095,0
2026-01-09 19:27:53.395748,30.8,93,4095,0
2026-01-09 19:27:58.435053,30.8,93,4095,0
2026-01-09 19:28:03.721754,30.8,93,4095,0
2026-01-09 19:28:08.449841,30.2,93,4095,0
2026-01-09 19:28:13.484209,30.2,93,4095,0
2026-01-09 19:28:18.504039,30.2,93,4095,0
2026-01-09 19:28:23.793098,30.2,92,4095,0
2026-01-09 19:28:28.554997,30.2,93,4095,0
2026-01-09 19:28:33.603831,30.8,94,4095,0
2026-01-09 19:28:38.828351,32.3,94,4095,0
2026-01-09 19:28:43.855302,32.8,94,4095,0
2026-01-09 19:28:48.742921,32.8,95,4095,0
2026-01-09 19:28:53.882722,32.8,94,4095,0
2026-01-09 19:28:58.808724,31.8,94,4095,0
2026-01-09 19:29:04.020047,31.3,94,4095,0
2026-01-09 19:29:08.785975,31.3,94,4095,0
2026-01-09 19:29:13.798134,31.8,94,4095,0
2026-01-09 19:29:18.837591,32.3,94,4095,0
2026-01-09 19:29:26.008713,32.3,94,4095,0
2026-01-09 19:29:28.896221,32.3,95,4095,0
2026-01-09 19:29:33.894720,32.8,95,4095,0
2026-01-09 19:29:38.921092,32.8,95,4095,0
2026-01-09 19:29:44.267597,32.3,94,4095,0
2026-01-09 19:29:49.086638,31.8,94,4095,0
2026-01-09 19:29:54.012714,31.3,94,4095,0
2026-01-09 19:29:59.029261,30.8,94,4095,0
2026-01-09 19:30:04.373704,30.2,94,4095,0
2026-01-09 19:30:09.079027,29.8,95,4095,0
2026-01-09 19:30:14.109746,29.8,94,4095,0
2026-01-09 19:30:19.163754,29.3,94,4095,0
2026-01-09 19:30:24.417504,29,94,4095,0
2026-01-09 19:30:29.189714,28.9,93,4095,0
2026-01-09 19:30:34.210213,28.5,93,4095,0
2026-01-09 19:30:39.235091,28.1,93,4095,1
2026-01-09 19:30:44.490711,28,93,4095,1
2026-01-09 19:30:49.740283,28,93,4095,1
2026-01-09 19:30:54.321077,28,93,4095,1
2026-01-09 19:30:59.340464,27.6,94,4095,1
2026-01-09 19:31:04.706435,27.6,93,4095,1
2026-01-09 19:31:09.405760,27.6,93,4095,1
2026-01-09 19:31:14.419728,27.1,93,4095,1
2026-01-09 19:31:19.516625,,,4095,1
2026-01-09 19:31:24.837361,26.7,93,4095,1
2026-01-09 19:31:29.569407,26.7,93,4095,1
2026-01-09 19:31:34.581729,26.7,93,4095,1
2026-01-09 19:31:39.627248,26.2,93,4095,1
2026-01-09 19:31:44.879430,26.2,92,4095,1
2026-01-09 19:31:49.683267,26.2,92,4095,1
2026-01-09 19:31:54.701353,26.2,92,4095,1
2026-01-09 19:31:59.726645,25.8,92,4095,1
2026-01-09 19:32:04.953389,25.8,92,4095,1
2026-01-09 19:32:09.788906,25.8,91,4095,1
2026-01-09 19:32:14.803534,25.8,91,4095,1
2026-01-09 19:32:19.851497,25.3,90,4095,1
2026-01-09 19:32:25.144170,25.3,90,4095,1
2026-01-09 19:32:29.898131,25.3,90,4095,1
2026-01-09 19:32:34.928434,25.3,90,4095,1
2026-01-09 19:32:39.926284,25.3,90,4095,1
2026-01-09 19:32:45.221110,24.8,89,4095,1
2026-01-09 19:32:49.985427,24.8,89,4095,1
2026-01-09 19:32:55.018086,24.8,89,4095,1
2026-01-09 19:33:00.051022,24.8,89,4095,1
2026-01-09 19:33:05.268409,24.5,89,4095,1
2026-01-09 19:33:10.100008,24.5,89,4095,1
2026-01-09 19:33:15.126574,24.5,89,4095,1
2026-01-09 19:33:20.153525,24.8,89,4095,1
2026-01-09 19:33:25.482617,24.8,89,4095,1
2026-01-09 19:33:30.209517,24.8,89,4095,1
2026-01-09 19:33:35.230208,24.8,89,4095,1
2026-01-09 19:33:40.243125,24.8,89,4095,1
2026-01-09 19:33:45.534933,24.8,89,4095,1
2026-01-09 19:33:50.300973,24.8,89,4095,1
2026-01-09 19:33:55.326502,24.8,89,4095,1
2026-01-09 19:34:00.363527,24.8,88,4095,1
2026-01-09 19:34:05.627653,24.8,88,4095,1
2026-01-09 19:34:10.423078,25.3,88,4095,1
2026-01-09 19:34:15.449295,25.3,88,4095,1
2026-01-09 19:34:20.451482,25.3,88,4095,1
2026-01-09 19:34:25.759233,25.3,88,4095,1
2026-01-09 19:34:30.511435,25.3,88,4095,1
2026-01-09 19:34:35.542627,25.3,88,4095,1
2026-01-09 19:34:40.617196,25.3,88,4095,1
2026-01-09 19:34:45.841721,25.3,88,4095,1
2026-01-09 19:34:50.641106,25.3,87,4095,1
2026-01-09 19:34:55.664917,25.3,87,4095,1
2026-01-09 19:35:00.692950,25.3,87,4095,1
2026-01-09 19:35:05.946923,25.3,87,4095,1
2026-01-09 19:35:10.780404,25.8,87,4095,1
2026-01-09 19:35:15.762117,25.8,87,4095,1
2026-01-09 19:35:20.846952,25.8,87,4095,1
2026-01-09 19:35:26.075014,25.8,86,4095,1
2026-01-09 19:35:30.842627,25.8,86,4095,1
2026-01-09 19:35:35.855012,25.8,86,4095,1
2026-01-09 19:35:40.882372,25.8,86,4095,1
2026-01-09 19:35:46.138645,25.8,85,4095,1
2026-01-09 19:35:51.089002,25.8,85,4095,1
2026-01-09 19:35:55.961123,25.8,85,4095,1
2026-01-09 19:36:00.986910,25.8,85,4095,1
2026-01-09 19:36:06.220040,25.8,85,4095,1
2026-01-09 19:36:11.068529,25.8,85,4095,1
2026-01-09 19:36:16.995040,25.8,85,4095,1
2026-01-09 19:36:21.088006,25.8,84,4095,1
2026-01-09 19:36:26.388352,25.3,84,4095,1
2026-01-09 19:36:31.151203,25.3,84,4095,1
2026-01-09 19:36:36.626605,25.3,83,4095,1
2026-01-09 19:36:41.189197,25.3,83,4095,1
2026-01-09 19:36:46.460697,25.3,83,4095,1
2026-01-09 19:36:51.252303,24.9,82,4095,1
2026-01-09 19:36:56.286816,24.8,82,4095,1
2026-01-09 19:37:01.301189,24.8,82,4095,1
2026-01-09 19:37:06.521780,24.8,82,4095,1
2026-01-09 19:37:11.344154,24.8,83,4095,1
2026-01-09 19:37:16.370924,24.8,83,4095,1
2026-01-09 19:37:21.399271,24.8,83,4095,1
2026-01-09 19:37:26.803847,24.9,83,4095,1
2026-01-09 19:37:31.450745,25.3,83,4095,1
2026-01-09 19:37:36.477141,25.3,84,4095,0
2026-01-09 19:37:41.500863,25.3,84,4095,0
2026-01-09 19:37:46.766673,25.3,84,4095,0
2026-01-09 19:37:51.570663,25.3,84,4095,0
2026-01-09 19:37:56.579844,25.3,84,4095,0
2026-01-09 19:38:01.606384,25.3,84,4095,0
2026-01-09 19:38:06.986464,25.3,84,4095,0
2026-01-09 19:38:11.657280,25.3,84,4095,0
2026-01-09 19:38:16.696947,25.3,84,4095,0
2026-01-09 19:38:21.714088,25.3,84,4095,0
2026-01-09 19:38:27.012841,25.3,84,4095,0
2026-01-09 19:38:31.762034,25.8,84,4095,0
2026-01-09 19:38:36.787589,25.8,84,4095,0
2026-01-09 19:38:41.815686,25.8,84,4095,0
2026-01-09 19:38:47.099722,25.8,84,4095,0
2026-01-09 19:38:51.883205,25.8,84,4095,0
2026-01-09 19:38:56.903052,25.8,83,4095,0
2026-01-09 19:39:01.921321,25.8,83,4095,0
2026-01-09 19:39:07.152272,25.8,83,4095,0
2026-01-09 19:39:11.993750,25.8,83,4095,0
2026-01-09 19:39:17.018461,25.8,83,4095,0
2026-01-09 19:39:22.038080,25.8,83,4095,0
2026-01-09 19:39:27.325057,25.8,83,4095,0
2026-01-09 19:39:32.081795,25.8,83,4095,0
2026-01-09 19:39:37.101498,25.8,83,4095,0
2026-01-09 19:39:42.134177,25.8,83,4095,0
2026-01-09 19:39:47.394266,25.8,83,4095,0
2026-01-09 19:39:52.193753,25.8,83,4095,0
2026-01-09 19:39:57.243367,25.8,82,4095,0
2026-01-09 19:40:02.233748,25.8,82,4095,0
2026-01-09 19:40:07.472737,25.8,82,4095,0
2026-01-09 19:40:12.283864,25.8,82,4095,0
2026-01-09 19:40:17.309497,25.8,83,4095,0
2026-01-09 19:40:22.339794,26.2,85,4095,0
2026-01-09 19:40:27.638772,27,87,4095,0
2026-01-09 19:40:32.377405,27.6,88,4095,0
2026-01-09 19:40:37.412516,28,88,4095,0
2026-01-09 19:40:42.439372,28.8,90,4095,0
2026-01-09 19:40:47.707746,29.3,91,4095,0
2026-01-09 19:40:52.505965,30.2,91,4095,0
2026-01-09 19:40:57.531308,31.3,91,4095,0
2026-01-09 19:41:02.536125,31.8,92,4095,0
2026-01-09 19:41:07.782060,32.3,92,4095,0
2026-01-09 19:41:12.606326,32.3,92,4095,0
2026-01-09 19:41:17.612403,31.8,92,4095,0
2026-01-09 19:41:22.654937,31.3,92,4095,0
2026-01-09 19:41:27.951040,30.8,92,4095,0
2026-01-09 19:41:32.705423,30.2,91,4095,0
2026-01-09 19:41:37.735889,29.8,92,4095,0
2026-01-09 19:41:42.760241,29.3,92,4095,0
2026-01-09 19:41:48.039422,28.9,92,4095,0
2026-01-09 19:41:52.801113,28.5,92,4095,0
2026-01-09 19:41:57.839213,28.5,92,4095,0
2026-01-09 19:42:02.859225,28,91,4095,0
2026-01-09 19:42:08.108747,28,91,4095,0
2026-01-09 19:42:12.912591,27.6,92,4095,0
2026-01-09 19:42:17.937846,27.6,91,4095,0
2026-01-09 19:42:22.970238,27.6,90,4095,0
2026-01-09 19:42:28.268329,27.6,90,4095,0
2026-01-09 19:42:33.019843,27.1,90,4095,0
2026-01-09 19:42:38.047651,27.1,89,4095,0
2026-01-09 19:42:43.069609,27.1,89,4095,0
2026-01-09 19:42:48.330309,27.1,89,4095,0
2026-01-09 19:42:53.122659,27.1,89,4095,0
2026-01-09 19:42:58.143630,27.1,88,4095,0
2026-01-09 19:43:03.166934,27.1,88,4095,0
2026-01-09 19:43:08.406373,26.7,87,4095,0
2026-01-09 19:43:13.240338,26.7,86,4095,0
2026-01-09 19:43:18.256165,26.7,86,4095,0
2026-01-09 19:43:23.278829,26.7,85,4095,0
2026-01-09 19:43:28.578967,26.7,85,4095,0
2026-01-09 19:43:33.315243,26.7,85,4095,0
2026-01-09 19:43:38.351179,26.7,85,4095,0
2026-01-09 19:43:43.381871,26.7,85,4095,0
2026-01-09 19:43:48.650740,26.7,84,4095,0
2026-01-09 19:43:53.437534,26.7,84,4095,0
2026-01-09 19:43:58.460580,26.7,84,4095,0
2026-01-09 19:44:03.497401,26.7,85,4095,0
